ticker,rows,trades,load_s,signal_s,sim_s,total_s
IFF,5013,780,0.0012087000004612491,0.0012555000002976158,0.16108919999987847,0.16355340000063734
ILMN,5013,736,0.0015280999996321043,0.0013375999997151666,0.16124959999979183,0.1641152999991391
INCY,5013,752,0.0012525000001915032,0.0012686000000030617,0.16099389999999403,0.1635150000001886
INTC,5013,771,0.0012862000003224239,0.001326800000242656,0.16114999999990687,0.16376300000047195
INTU,5013,786,0.00113229999988107,0.0012362999996184953,0.16283800000019255,0.16520659999969212
IP,5013,770,0.0013519000003725523,0.0012698000000455067,0.16215730000021722,0.16477900000063528
IPG,5013,746,0.001045699999849603,0.0011974999997619307,0.16198249999979453,0.16422569999940606
IQV,2912,459,0.0015026000000943895,0.00123870000061288,0.07894080000005488,0.08168210000076215
IRM,5013,748,0.0010185000001001754,0.0012026999993395293,0.16408590000082768,0.16630710000026738
ISRG,5013,753,0.001135200000135228,0.0012892000004285364,0.16058890000022075,0.1630133000007845
IT,5013,817,0.0013186999995014048,0.0012749999996231054,0.16216279999935068,0.1647564999984752
ITW,5013,805,0.0012099000005036942,0.0012299999998504063,0.16262660000029427,0.16506650000064838
IVZ,5013,778,0.0012454999996407423,0.0013311000002431683,0.16318479999972624,0.16576139999961015
J,5013,789,0.0013719999997192645,0.0013574000004155096,0.16104009999980917,0.16376949999994395
JBHT,5013,825,0.0011547000003702124,0.001228600000104052,0.16083890000027168,0.16322220000074594
JBL,5013,725,0.0011721999999281252,0.0012372000001050765,0.16278019999936078,0.16518959999939398
JCI,5013,776,0.0011421999997764942,0.0012355999997453182,0.161072900000363,0.16345069999988482
JKHY,5013,813,0.0013126000003467198,0.0013641000005009118,0.16010330000062822,0.16278000000147586
JNJ,5013,801,0.0011953999992329045,0.0012575000000651926,0.1615137999997387,0.1639666999990368
JPM,5013,814,0.0012894000001324457,0.00128839999979391,0.16031279999970138,0.16289059999962774
K,5013,736,0.00109119999979157,0.0012263999997230712,0.16023969999969268,0.16255729999920732
KDP,4172,637,0.0012991000003239606,0.0012560000004668836,0.11518330000035348,0.11773840000114433
KEY,5013,780,0.001139399999374291,0.001250899999831745,0.16345329999967362,0.16584359999887965
KEYS,2547,411,0.001144699999713339,0.0011258000004090718,0.06871520000004239,0.0709857000001648
KIM,5013,830,0.0009608999998818035,0.0011737000004359288,0.16046280000045954,0.16259740000077727
KKR,3621,615,0.001174499999251566,0.0011607999995248974,0.09769180000057531,0.10002709999935178
KLAC,5013,794,0.0010888000006161747,0.0012013999994451297,0.16336389999923995,0.16565409999930125
KMB,5013,765,0.0014530999997077743,0.001352000000224507,0.16215370000008988,0.16495880000002217
KMI,3474,535,0.0011969999995926628,0.001176599999780592,0.09552800000074058,0.09790160000011383
KMX,5013,762,0.0014854999999442953,0.0013275000001158332,0.16130799999973533,0.16412099999979546
KO,5013,813,0.0012926999997944222,0.0012925999999424675,0.16392759999962436,0.16651289999936125
KR,5013,763,0.001373799999782932,0.0013232999999672757,0.1625952000003963,0.1652923000001465
L,5013,802,0.0014096999993853387,0.0013512000004993752,0.1625581999996939,0.1653190999995786
LDOS,4562,661,0.001215599999341066,0.0012305999998716288,0.1235207999998238,0.1259669999990365
LEN,5013,798,0.0014486000000033528,0.001354100000753533,0.1628839999993943,0.16568670000015118
LH,5013,753,0.001553799999783223,0.00134280000020226,0.16309689999980037,0.16599349999978585
LHX,5013,761,0.0015807999998287414,0.0013980000003357418,0.16254289999960747,0.16552169999977195
LII,5013,802,0.0015544999996564002,0.0013834000001224922,0.16351400000075955,0.16645190000053844
LIN,5013,822,0.0017003000002659974,0.0014081999997870298,0.16070339999987482,0.16381189999992785
LKQ,5013,776,0.0014565999999831547,0.0013586000004579546,0.16264890000002197,0.16546410000046308
LLY,5013,778,0.0014664999998785788,0.001319300000432122,0.16133970000009867,0.16412550000040937
LMT,5013,798,0.0012326000005487003,0.0012548000004244386,0.16287889999966865,0.16536630000064179
LNT,5013,833,0.001089999999749125,0.0012421000001268112,0.16010150000056456,0.1624336000004405
LOW,5013,797,0.0014568999995390186,0.0013798999998471118,0.1634022999996887,0.16623909999907482
LRCX,5013,795,0.0014172000001053675,0.001338699999905657,0.16147249999994528,0.1642283999999563
LULU,4368,638,0.0018706000000747736,0.0014043000001038308,0.11824140000044281,0.12151630000062141
LUV,5013,752,0.0014370999997481704,0.0013337999998839223,0.16256889999931445,0.16533979999894655
LVS,5013,754,0.0013200999992477591,0.0012937999999849126,0.1624907000004896,0.16510459999972227
LYB,3675,600,0.0012799000005543348,0.0012263999997230712,0.10079660000064905,0.10330290000092646
LYV,4768,696,0.0012876999999207328,0.0012340999992375146,0.12942350000048464,0.13194529999964288
MA,4662,771,0.0011697999998432351,0.00120489999972051,0.12458030000016151,0.12695499999972526
MAA,5013,829,0.0013005999999222695,0.0012851000001319335,0.16124669999953767,0.16383239999959187
MAR,5013,838,0.0013195000001360313,0.0012741999998979736,0.1621925999997984,0.1647862999998324
MAS,5013,759,0.0016085999995993916,0.00136339999971824,0.16232990000025893,0.16530189999957656
MCD,5013,807,0.001279199999771663,0.0012870000000475557,0.16353549999985262,0.16610169999967184
MCHP,5013,810,0.001430600000276172,0.001306200000726676,0.16256329999941954,0.1653001000004224
MCK,5013,752,0.0015475999998670886,0.0013769999995929538,0.16326949999984208,0.16619409999930213
MCO,5013,794,0.0013643000002048211,0.0013068999996903585,0.15949110000019573,0.1621623000000909
MDLZ,5013,744,0.0013211000004957896,0.0012645000006159535,0.16375629999947705,0.1663419000005888
MDT,5013,767,0.001430399999662768,0.00136090000069089,0.16247329999987414,0.1652646000002278
MET,5013,771,0.0015858999995543854,0.0013409999992290977,0.1609309999994366,0.1638578999982201
META,3155,498,0.0014564999992217054,0.001253299999916635,0.08554480000020703,0.08825459999934537
MGM,5013,772,0.001446100000066508,0.0013283999996929197,0.16105499999957829,0.1638294999993377
MHK,5013,746,0.0013386000000537024,0.001429199999620323,0.16225889999986975,0.16502669999954378
MKC,5013,773,0.0013751000005868264,0.0014301000001069042,0.16143430000010994,0.16423950000080367
MKTX,5013,748,0.001255000000128348,0.0012904000004709815,0.16267510000034235,0.16522050000094168
MLM,5013,773,0.001292200000534649,0.0013397000002441928,0.161454699999922,0.16408660000070086
MMC,5013,808,0.0013127000001986744,0.0013312999999470776,0.1596863000004305,0.16233030000057624
MMM,5013,750,0.001219199999468401,0.0012485000006563496,0.16008310000052006,0.1625508000006448
MNST,5013,745,0.0012334000002738321,0.0012926999997944222,0.16064509999978327,0.16317119999985152
MO,5013,814,0.001521600000160106,0.0014082999996389844,0.1623672000005172,0.16529710000031628
MOH,5013,726,0.0011435999995228485,0.0012368999996397179,0.16386299999976472,0.1662434999989273
MOS,5013,772,0.0014755000001969165,0.0013090999991618446,0.16126840000015363,0.1640529999995124
MPC,3382,544,0.0011885000003530877,0.001198399999339017,0.09053930000027322,0.09292619999996532
MPWR,5013,800,0.0011263000005783397,0.0012317000000621192,0.16030319999936182,0.16266120000000228
