ticker,rows,trades,load_s,signal_s,sim_s,total_s
A,5020,120,0.0010800000000017462,0.00525279999965278,0.15784680000069784,0.16417960000035237
AAPL,5020,107,0.0012105999994673766,0.0013253000006443472,0.15905710000060935,0.16159300000072108
ABBV,3007,70,0.0012106999993193313,0.0012900000001536682,0.07946350000020175,0.08196419999967475
ABT,5020,121,0.0010395999997854233,0.0013596999997389503,0.15941290000046138,0.16181219999998575
ACGL,5020,81,0.0012098999995941995,0.0013250000001789886,0.15972830000009708,0.16226319999987027
ACN,5020,95,0.0016015999999581254,0.001413699999829987,0.16028319999986707,0.16329849999965518
ADBE,5020,143,0.0014614000001529348,0.0015147000003707944,0.15934129999914148,0.1623173999996652
ADI,5020,97,0.0014314000000013039,0.0013705000001209555,0.15990750000037224,0.1627094000004945
ADM,5020,204,0.0012050000004819594,0.0014142999998512096,0.15790280000055645,0.16052210000088962
ADP,5020,70,0.0013398000000961474,0.0013211999994382495,0.15872550000040064,0.16138649999993504
ADSK,5020,147,0.0013962999992145342,0.0014061000001674984,0.15986030000021856,0.1626626999996006
AEE,5020,126,0.00114080000003014,0.0013225000002421439,0.16072850000000471,0.163191800000277
AEP,5020,113,0.0012550999999803025,0.0013677999995707069,0.16016829999989568,0.1627911999994467
AES,5020,164,0.0012521999997261446,0.0013709000004382688,0.16001450000021578,0.1626376000003802
AFL,5020,119,0.0012048000007780502,0.0013516999997591483,0.15999579999970592,0.16255230000024312
AIG,5020,253,0.0012565999995786115,0.00141299999995681,0.1592528000001039,0.1619223999996393
AIZ,5020,130,0.0013034000003244728,0.0013963000001240289,0.1599964999995791,0.1626962000000276
AJG,5020,89,0.0011975999996138853,0.0013705000001209555,0.15969630000017787,0.1622643999999127
AKAM,5020,243,0.0012710999999399064,0.0013386000000537024,0.1585480000003372,0.1611577000003308
ALB,5020,178,0.0014358999997057253,0.0013482999993357225,0.15931369999998424,0.16209789999902569
ALGN,5020,256,0.0013882000002922723,0.0013630000003104215,0.15888269999959448,0.16163390000019717
ALL,5020,132,0.0012848999995185295,0.0013578000007328228,0.16151720000016212,0.16415990000041347
ALLE,2785,74,0.0012283000005481881,0.0012772000000040862,0.0733341000004657,0.07583960000101797
AMAT,5020,102,0.0010711999993873178,0.0012856000003012014,0.1626656999997067,0.16502249999939522
AMCR,3162,452,0.0011563999996724306,0.001272399999834306,0.08508419999998296,0.0875129999994897
AMD,5020,288,0.0011319000004732516,0.0013134999999238062,0.15992439999990893,0.16236980000030599
AME,5020,92,0.0012241999993420905,0.0013913000002503395,0.1618836999996347,0.16449919999922713
AMGN,5020,165,0.0016169000000445521,0.0014575000004697358,0.1641027000005124,0.1671771000010267
AMP,4843,104,0.0017184999996970873,0.002056500000435335,0.1319234000002325,0.13569840000036493
AMT,5020,97,0.001530800000182353,0.0015052999997351435,0.1621330999996644,0.1651691999995819
AMZN,5020,101,0.0014329000005091075,0.001422899999852234,0.16022669999983918,0.16308250000020053
ANET,2648,51,0.0012621000005310634,0.0013555999994423473,0.07154939999963972,0.07416709999961313
AON,5020,104,0.0012751999993270147,0.0013652999996338622,0.1597846999993635,0.1624251999983244
AOS,5020,169,0.0013576000001194188,0.0013632000000143307,0.15905649999967864,0.16177729999981239
APA,5020,240,0.0011991999999736436,0.0014246999999159016,0.16153579999991052,0.16415969999980007
APD,5020,126,0.0014508999993267935,0.0013497999998435262,0.1602575999995679,0.16305829999873822
APH,5020,94,0.0014842999999018502,0.0014581000004909583,0.1596601000001101,0.16260250000050291
APO,3449,90,0.0013274000002638786,0.0012971000005563837,0.09060480000061943,0.0932293000014397
APTV,3287,136,0.001224499999807449,0.0012328000002526096,0.08675029999994877,0.08920760000000882
ARE,5020,153,0.001058799999555049,0.001289300000280491,0.15899910000007367,0.1613471999999092
ATO,5020,105,0.0012102999999115127,0.0013763000006292714,0.16125709999960236,0.16384370000014314
AVB,5020,86,0.001684699999714212,0.001452600000448001,0.15955219999978,0.1626894999999422
AVGO,3864,52,0.0014503000002150657,0.0013686000002053333,0.10182190000068658,0.10464080000110698
AVY,5020,197,0.0011164999996253755,0.0015031999992061174,0.1591035000001284,0.1617231999989599
AWK,4189,97,0.0012528000006568618,0.0013078000001769396,0.11334970000007161,0.11591030000090541
AXON,5020,213,0.0011160000003656023,0.0013030000000071595,0.16139790000033827,0.16381690000071103
AXP,5020,93,0.0010766000004878151,0.0013092999997752486,0.15869279999969876,0.16107869999996183
AZO,5020,130,0.0012445000002117013,0.0013514000002032844,0.15988689999994676,0.16248280000036175
BA,5020,160,0.0012098999995941995,0.001337299999249808,0.1614833000003273,0.1640304999991713
BAC,5020,209,0.0012713000005533104,0.001384400000461028,0.1592107999995278,0.16186650000054215
BALL,5020,110,0.001352700000097684,0.001424099999894679,0.16085629999997764,0.16363309999997
BAX,5020,210,0.0016427999998995801,0.0015490000005229376,0.16099409999969794,0.16418590000012045
BBWI,5020,257,0.0015181999997366802,0.001425599999492988,0.16792649999933928,0.17087029999856895
BBY,5020,177,0.0015479000003324472,0.0014529999998558196,0.16094479999992473,0.163945700000113
BDX,5020,72,0.0014025000000401633,0.0014126999994914513,0.16359940000074857,0.1664146000002802
BEN,5020,169,0.0014120999994702288,0.0013926999999966938,0.15887100000054488,0.1616758000000118
BG,5020,204,0.001414199999999255,0.0015023999994809856,0.16002089999983582,0.16293749999931606
BIIB,5020,204,0.001232200000231387,0.0013431000006676186,0.1588075999998182,0.1613829000007172
BIO,5020,137,0.001325800000813615,0.0014104000001680106,0.16033930000048713,0.16307550000146875
BK,5020,123,0.0014493999997284845,0.0014157999994495185,0.16107259999989765,0.16393779999907565
BKNG,5020,131,0.0013795999993817532,0.0013644000000567758,0.15957019999950717,0.1623141999989457
BKR,5020,170,0.0014109999992797384,0.0014452999994318816,0.15876680000019405,0.16162309999890567
