ticker,rows,trades,load_s,signal_s,sim_s,total_s
A,5032,200,0.0012649999998757266,0.00241820000064763,0.16242349999993166,0.16610670000045502
AAPL,5032,186,0.0011005999995177262,0.002364599999964412,0.16185649999988527,0.1653216999993674
ABBV,3019,118,0.0010336000004826928,0.0020114999997531413,0.0819443999998839,0.08498950000011973
ABT,5032,219,0.0010550000006332994,0.0023402999995596474,0.16400030000022525,0.1673956000004182
ACGL,5032,207,0.001393600000483275,0.002402099999926577,0.1619721999995818,0.16576789999999164
ACN,5032,200,0.0013300999999046326,0.002417300000161049,0.16363189999992755,0.16737929999999324
ADBE,5032,200,0.0015970000004017493,0.0025480000003881287,0.16311379999933706,0.16725880000012694
ADI,5032,201,0.0011139999996885308,0.0023042000002533314,0.16234939999958442,0.16576759999952628
ADM,5032,206,0.0013918000004196074,0.002478700000210665,0.1603771999998571,0.16424770000048738
ADP,5032,205,0.0013978999995742925,0.00244970000039757,0.1654828999999154,0.16933049999988725
ADSK,5032,195,0.001139599999987695,0.002320599999620754,0.1629546999993181,0.16641489999892656
AEE,5032,205,0.0015215000003081514,0.0028423000003385823,0.16106810000019323,0.16543190000083996
AEP,5032,206,0.0012145000000600703,0.0023366000004898524,0.1680102000000261,0.171561300000576
AES,5032,224,0.0016077999998742598,0.0025210999992850702,0.16274830000020302,0.16687719999936235
AFL,5032,214,0.0011898000002474873,0.0023509000002377434,0.16511549999995623,0.16865620000044146
AIG,5032,205,0.0012880999993285513,0.00239770000007411,0.16055560000040714,0.1642413999998098
AIZ,5032,212,0.0012510000005931943,0.0023613000003024354,0.16378249999979744,0.16739480000069307
AJG,5032,211,0.0012137000003349385,0.0023980000005394686,0.16392850000011094,0.16754020000098535
AKAM,5032,190,0.0011322000000291155,0.0022926000001461944,0.16245809999963967,0.16588289999981498
ALB,5032,203,0.0012342999998509185,0.002357000000301923,0.16124559999934718,0.16483689999950002
ALGN,5032,189,0.0012692000000242842,0.0023492000000260305,0.16422479999982897,0.1678431999998793
ALL,5032,213,0.0012618000000657048,0.002373299999817391,0.16267099999913626,0.16630609999901935
ALLE,2797,114,0.001395500000398897,0.001960200000212353,0.07531740000013087,0.07867310000074212
AMAT,5032,195,0.001053400000273541,0.0022775999996156315,0.16336469999987457,0.16669569999976375
AMCR,3177,113,0.001191100000141887,0.0019314000001031673,0.08562119999987772,0.08874370000012277
AMD,5032,192,0.0012564999997266568,0.0022562000003745197,0.16374700000051234,0.16725970000061352
AME,5032,201,0.001311600000008184,0.002333599999474245,0.16082009999990987,0.1644652999993923
AMGN,5032,195,0.001377900000079535,0.0024948999998741783,0.16074479999952018,0.1646175999994739
AMP,4855,197,0.0013795000004392932,0.0022887000004629954,0.13075220000064292,0.1344204000015452
AMT,5032,198,0.001450200000363111,0.002480000000105065,0.16183039999941684,0.16576059999988502
AMZN,5032,198,0.0012219000000186497,0.0023467000000891858,0.16185570000016014,0.16542430000026798
ANET,2660,107,0.0010891000001720386,0.0018156000005546957,0.07289139999920735,0.07579609999993409
AON,5032,209,0.0009862999995675636,0.0022331000000122003,0.16272039999967092,0.16593979999925068
AOS,5032,207,0.0012775000004694448,0.002372099999774946,0.1598364000001311,0.1634860000003755
APA,5032,193,0.0012290999993638252,0.0023252000000866246,0.1623594000002413,0.16591369999969174
APD,5032,211,0.0012876999999207328,0.0023646999998163665,0.16111110000019835,0.16476349999993545
APH,5032,199,0.0012761000007230905,0.00233609999941109,0.16058259999954316,0.16419479999967734
APO,3461,139,0.001061499999195803,0.0019694000002346,0.09407890000056796,0.09710979999999836
APTV,3299,139,0.0009930999995049206,0.0018912999994427082,0.0888913999997385,0.09177579999868613
ARE,5032,203,0.0010866000002351939,0.0022867999996378785,0.1614441000001534,0.16481750000002648
ATO,5032,222,0.0014161999997668318,0.00240490000032878,0.16223469999931694,0.16605579999941256
AVB,5032,222,0.001368700000057288,0.0023745999997117906,0.16230020000057266,0.16604350000034174
AVGO,3876,158,0.001247999999577587,0.0020888999997623614,0.10452270000041608,0.10785959999975603
AVY,5032,201,0.0010363999999754014,0.002269499999783875,0.16263030000027356,0.16593620000003284
AWK,4201,180,0.0014592999996239087,0.002261700000417477,0.11494590000074822,0.11866690000078961
AXON,5032,169,0.0011162999999214662,0.002271400000608992,0.1614927999999054,0.16488050000043586
AXP,5032,215,0.0015779000004840782,0.002463499999976193,0.16624660000070435,0.17028800000116462
AZO,5032,219,0.001534900000478956,0.0024395000000367872,0.16087470000002213,0.16484910000053787
BA,5032,196,0.0011604999999690335,0.002347599999666272,0.1620535000001837,0.165561599999819
BAC,5032,181,0.0014896000002408982,0.0025079999995796243,0.16332210000018677,0.1673197000000073
