ticker,rows,trades,load_s,signal_s,sim_s,total_s
A,5033,10,0.018168100000366394,0.000570500000321772,0.15778099999988626,0.17651960000057443
AAPL,5033,10,0.0014723000003868947,0.0003001000004587695,0.15636730000005628,0.15813970000090194
ABBV,3020,10,0.0016778999997768551,0.0002905000001192093,0.09093850000044768,0.09290690000034374
ABT,5033,10,0.0013608999997813953,0.0002884999994421378,0.16060699999979988,0.16225639999902342
ACGL,5033,10,0.0021181000001888606,0.0004504999997152481,0.17743889999928797,0.18000749999919208
ACN,5033,10,0.0017146000000138883,0.00043959999948128825,0.16653900000073918,0.16869320000023436
ADBE,5033,10,0.0016927000006035087,0.0003600999998525367,0.16341099999954167,0.16546379999999772
ADI,5033,10,0.0018364999996265396,0.0005031999999118852,0.16125449999981356,0.16359419999935199
ADM,5033,10,0.001302399999985937,0.00025920000007317867,0.15928039999926114,0.16084199999932025
ADP,5033,10,0.0011190000004717149,0.0002341999997952371,0.1623478999999861,0.16370110000025306
ADSK,5033,10,0.0014915000001565204,0.0002580999998826883,0.16347080000014103,0.16522040000018023
AEE,5033,10,0.0016000999994503218,0.00029270000050019007,0.15972879999935685,0.16162159999930736
AEP,5033,10,0.0011000000004059984,0.00023849999979574932,0.16041600000062317,0.16175450000082492
AES,5033,10,0.001528400000097463,0.00027940000018134015,0.21760159999939788,0.21940939999967668
AFL,5033,10,0.0018723000002864865,0.0004036999998788815,0.19402910000007978,0.19630510000024515
AIG,5033,10,0.002031800000622752,0.0003479999995761318,0.24630679999972926,0.24868659999992815
AIZ,5033,10,0.0020137999999860767,0.0003451000002314686,0.21827530000064144,0.22063420000085898
AJG,5033,10,0.0017029999999067513,0.00030030000016267877,0.22600130000046192,0.22800460000053135
AKAM,5033,10,0.0016217000002143322,0.00030950000018492574,0.1611708999998882,0.16310210000028746
ALB,5033,10,0.0014509000002362882,0.000261799999861978,0.1600802000002659,0.16179290000036417
ALGN,5033,10,0.0012981999998373794,0.0002596000003904919,0.16146719999960624,0.1630249999998341
ALL,5033,10,0.0013726999995924416,0.00025769999956537504,0.16457420000006096,0.16620459999921877
ALLE,2798,10,0.0013896999998905812,0.00031800000033399556,0.0929814000000988,0.09468910000032338
AMAT,5033,10,0.001566599999932805,0.00029939999967609765,0.16247629999998026,0.16434229999958916
AMCR,3178,10,0.001981299999897601,0.00036550000004353933,0.14405189999979484,0.14639869999973598
AMD,5033,10,0.001975000000129512,0.00030750000041734893,0.19904609999957756,0.20132860000012442
AME,5033,10,0.0017634999994697864,0.0003116999996564118,0.16545110000060959,0.16752629999973578
AMGN,5033,10,0.001709300000584335,0.0003096000000368804,0.16007139999965148,0.1620903000002727
AMP,4856,10,0.001247000000148546,0.00022979999994277023,0.15058629999930417,0.1520630999993955
AMT,5033,10,0.0010809000004883274,0.00024510000002919696,0.15917710000030638,0.1605031000008239
