Date,Close,signal
2005-02-01,27.64686393737793,0.0
2005-02-02,28.868085861206055,0.0
2005-02-03,29.25171661376953,1.0
2005-02-04,30.447364807128906,0.0
2005-02-07,31.29774284362793,1.0
2005-02-08,30.057344436645508,1.0
2005-02-09,30.249141693115234,0.0
2005-02-10,30.40260887145996,0.0
2005-02-11,30.082914352416992,0.0
2005-02-14,30.696712493896484,0.0
2005-02-15,32.474205017089844,0.0
2005-02-16,31.79007339477539,1.0
2005-02-17,32.06500244140625,0.0
2005-02-18,31.361675262451172,0.0
2005-02-22,30.447364807128906,0.0
2005-02-23,30.306697845458984,0.0
2005-02-24,30.249141693115234,0.0
2005-02-25,31.010021209716797,0.0
2005-02-28,30.626386642456055,0.0
2005-03-01,31.981876373291016,0.0
2005-03-02,31.956308364868164,1.0
2005-03-03,31.777265548706055,0.0
2005-03-04,30.90131950378418,0.0
2005-03-07,31.841218948364258,0.0
2005-03-08,30.27472496032715,1.0
2005-03-09,28.836118698120117,0.0
2005-03-10,29.238937377929688,0.0
2005-03-11,29.405168533325195,0.0
2005-03-14,30.35145378112793,0.0
2005-03-15,31.585458755493164,1.0
2005-03-16,30.88852882385254,1.0
2005-03-17,31.01641082763672,0.0
2005-03-18,31.163471221923828,0.0
2005-03-21,30.88852882385254,0.0
2005-03-22,29.724868774414062,0.0
2005-03-23,29.258106231689453,0.0
2005-03-24,29.411563873291016,0.0
2005-03-28,29.398780822753906,0.0
2005-03-29,28.132797241210938,0.0
2005-03-30,29.162214279174805,0.0
2005-03-31,28.772188186645508,1.0
2005-04-01,28.29904556274414,0.0
2005-04-04,27.40390968322754,0.0
2005-04-05,26.92437171936035,0.0
2005-04-06,28.00493621826172,0.0
2005-04-07,28.22871208190918,1.0
2005-04-08,27.768342971801758,0.0
2005-04-11,27.819503784179688,0.0
2005-04-12,28.100826263427734,0.0
2005-04-13,28.132797241210938,0.0
2005-04-14,27.68523597717285,0.0
2005-04-15,26.118741989135742,0.0
2005-04-18,25.47936248779297,0.0
2005-04-19,25.447399139404297,0.0
2005-04-20,24.213394165039062,0.0
2005-04-21,23.90009880065918,0.0
2005-04-22,23.657121658325195,0.0
2005-04-25,23.823373794555664,0.0
2005-04-26,24.776046752929688,0.0
2005-04-27,24.584226608276367,1.0
