Date,Close,signal
2005-01-21,8.225000381469727,0.0
2005-01-24,8.317500114440918,0.0
2005-01-25,8.672499656677246,0.0
2005-01-26,8.462499618530273,0.0
2005-01-27,8.677499771118164,0.0
2005-01-28,8.757499694824219,0.0
2005-01-31,8.890000343322754,0.0
2005-02-01,9.0,0.0
2005-02-02,8.892499923706055,0.0
2005-02-03,8.7524995803833,0.0
2005-02-04,8.802499771118164,0.0
2005-02-07,8.882499694824219,0.0
2005-02-08,9.100000381469727,0.0
2005-02-09,8.8774995803833,0.0
2005-02-10,8.942500114440918,0.0
2005-02-11,9.100000381469727,0.0
2005-02-14,9.204999923706055,0.0
2005-02-15,9.302499771118164,0.0
2005-02-16,9.119999885559082,0.0
2005-02-17,8.875,0.0
2005-02-18,8.850000381469727,0.0
2005-02-22,8.614999771118164,0.0
2005-02-23,8.522500038146973,0.0
2005-02-24,8.899999618530273,0.0
2005-02-25,8.880000114440918,0.0
2005-02-28,9.005000114440918,0.0
2005-03-01,9.180000305175781,0.0
2005-03-02,9.15250015258789,0.0
2005-03-03,9.024999618530273,0.0
2005-03-04,9.112500190734863,0.0
2005-03-07,9.140000343322754,0.0
2005-03-08,8.942500114440918,0.0
2005-03-09,8.797499656677246,0.0
2005-03-10,8.862500190734863,0.0
2005-03-11,8.787500381469727,0.0
2005-03-14,8.805000305175781,0.0
2005-03-15,8.77750015258789,0.0
2005-03-16,8.779999732971191,0.0
2005-03-17,9.09000015258789,0.0
2005-03-18,9.087499618530273,0.0
2005-03-21,9.142499923706055,0.0
2005-03-22,9.375,0.0
2005-03-23,9.137499809265137,0.0
2005-03-24,9.242500305175781,0.0
2005-03-28,8.444999694824219,0.0
2005-03-29,7.987500190734863,0.0
2005-03-30,8.324999809265137,0.0
2005-03-31,8.452500343322754,0.0
2005-04-01,8.422499656677246,0.0
2005-04-04,8.477499961853027,0.0
2005-04-05,8.619999885559082,0.0
2005-04-06,8.600000381469727,0.0
2005-04-07,8.662500381469727,0.0
2005-04-08,8.412500381469727,0.0
2005-04-11,8.479999542236328,0.0
2005-04-12,8.654999732971191,0.0
2005-04-13,8.529999732971191,0.0
2005-04-14,7.96750020980835,0.0
2005-04-15,7.642499923706055,0.0
2005-04-18,7.659999847412109,0.0
2005-04-19,7.662499904632568,0.0
2005-04-20,8.167499542236328,0.0
2005-04-21,8.489999771118164,0.0
2005-04-22,8.932499885559082,0.0
2005-04-25,9.0,0.0
2005-04-26,8.824999809265137,0.0
2005-04-27,8.765000343322754,0.0
2005-04-28,8.579999923706055,0.0
2005-04-29,8.604999542236328,0.0
2005-05-02,8.742500305175781,0.0
2005-05-03,8.802499771118164,0.0
2005-05-04,9.039999961853027,0.0
2005-05-05,9.022500038146973,0.0
2005-05-06,9.005000114440918,0.0
2005-05-09,9.332500457763672,0.0
2005-05-10,9.232500076293945,0.0
2005-05-11,9.1274995803833,0.0
2005-05-12,9.09000015258789,0.0
2005-05-13,9.077500343322754,0.0
2005-05-16,9.3125,0.0
2005-05-17,9.3100004196167,0.0
2005-05-18,9.727499961853027,0.0
